i,smiles,A_G_eV
43835,O=C1NC2(CC2)C2CN12,-68.20799943
43836,O=C1NC2(CC2)C2NC12,-68.07047315
43837,O=C1NC2(CC2)C2OC12,-65.67606284
43838,O=C1OC2(CC2)C2CC12,-70.78712054
43839,O=C1OC2(CC2)C2CN12,-65.6855324
43840,O=C1OC2(CC2)C2NC12,-65.54909458
43841,O=C1OC2(CC2)C2OC12,-63.1301124
43842,N=C1NC2(CC2)CC1=O,-68.79108472
43843,N=C1OC2(CC2)CC1=O,-66.19860283
43844,C1CC12CC(=O)C(=O)C2,-70.96154544
43845,C1CC12CC(=O)C(=O)N2,-66.79439583
43846,C1CC12CC(=O)C(=O)O2,-64.21938364
43847,C1C(=O)C(=O)CC12CN2,-65.90316896
43848,C1C(=O)C(=O)CC12CO2,-63.5385551
43849,N=C1OC2(CC2)CC=C1,-72.9507512
43850,C1CC12CC=CC(=O)C2,-78.12918426
43851,C1CC12CC(=O)C=CN2,-73.43084145
43852,O=C1CC2(CN2)CC=C1,-73.10876764
43853,O=C1CC2(CO2)CC=C1,-70.73365019
43854,C1CC12CC=CC(=O)N2,-73.72015276
43855,C1CC12CC=CC(=O)O2,-71.15697752
43856,N=C1CC2(CC2C#C)O1,-66.5583916
43857,N=C1CC2(CC2C#N)O1,-63.27193807
43858,O=C1CC2(C1)NC2C#C,-66.35844243
43859,O=C1CC2(C1)NC2C#N,-63.04651906
43860,O=C1CC2(C1)OC2C#C,-63.99815518
43861,O=C1CC2(C1)OC2C#N,-60.62612189
43862,O=C1CC2(CC2C#C)C1,-71.46759534
43863,O=C1CC2(CC2C#C)N1,-67.15510979
43864,O=C1CC2(CC2C#C)O1,-64.77229152
43865,O=C1CC2(CC2C#N)C1,-68.20342792
43866,O=C1CC2(CC2C#N)N1,-63.87932312
43867,O=C1CC2(CC2C#N)O1,-61.47076289
43868,N=C1CC2(CC3CC23)O1,-72.052531
43869,N=C1CC2(CC3NC23)O1,-66.88530903
43870,N=C1CC2(CC3OC23)O1,-64.50006895
43871,N=C1CC2(CN3CC23)O1,-66.82381133
43872,O=C1CC2(C1)OC1CC21,-69.23833084
43873,O=C1CC2(CC3CC23)C1,-76.77345925
43874,O=C1CC2(CC3CC23)N1,-72.61210567
43875,O=C1CC2(CC3CC23)O1,-70.28060805
43876,O=C1CC2(CC3CN23)C1,-71.69753143
43877,O=C1CC2(CC3NC23)C1,-71.63470038
43878,O=C1CC2(CC3NC23)N1,-67.45285663
43879,O=C1CC2(CC3NC23)O1,-65.11490992
43880,O=C1CC2(CC3OC23)C1,-69.28219558
43881,O=C1CC2(CC3OC23)N1,-65.08086849
43882,O=C1CC2(CC3OC23)O1,-62.72259488
43883,O=C1CC2(CN3CC23)C1,-71.60482229
43884,O=C1CC2(CN3CC23)N1,-67.41527772
43885,O=C1CC2(CN3CC23)O1,-65.03956162
43886,N=C1NC2(CNC12)C#N,-60.33262002
43887,N=C1NC2(COC12)C#C,-61.21815972
43888,N=C1NC2(COC12)C#N,-57.8654465
43889,N=C1OC2(CCC12)C#C,-66.57392929
43890,N=C1OC2(CCC12)C#N,-63.20676683
43891,N=C1OC2(CNC12)C#C,-61.26831028
43892,N=C1OC2(CNC12)C#N,-57.88297062
43893,N=C1OC2(COC12)C#C,-58.8201303
43894,N=C1OC2(COC12)C#N,-55.39435454
43895,O=C1CC2(CCC12)C#C,-71.47121445
43896,O=C1CC2(CCC12)C#N,-68.2000265
43897,O=C1CC2(CCN12)C#C,-66.69950978
43898,O=C1CC2(CCN12)C#N,-63.37022555
43899,O=C1CC2(CNC12)C#N,-62.93620415
43900,O=C1CC2(COC12)C#C,-63.76582448
43901,O=C1CC2(COC12)C#N,-60.43994167
43902,O=C1CC2(NCC12)C#N,-63.01027351
43903,O=C1CC2(OCC12)C#C,-63.88699673
43904,O=C1CC2(OCC12)C#N,-60.52592961
43905,O=C1NC2(CCC12)C#C,-67.19587243
43906,O=C1NC2(CNC12)C#C,-61.91210415
43907,O=C1NC2(COC12)C#C,-59.45557027
43908,O=C1OC2(CCC12)C#C,-64.78176108
43909,O=C1OC2(CCC12)C#N,-61.39021723
43910,O=C1OC2(CNC12)C#C,-59.46038668
43911,O=C1OC2(CNC12)C#N,-56.05120986
43912,O=C1OC2(COC12)C#C,-56.98246467
43913,O=C1OC2(COC12)C#N,-53.5301034
43914,N=C1OC2(CCC2)C=C1,-73.21671516
43915,N=C1OC2(COC2)C=C1,-65.56501323
43916,C1CC2(C1)CC(=O)C=C2,-78.14989211
43917,O=C1CC2(CCO2)C=C1,-70.7434735
43918,C1C(=O)C=CC12COC2,-70.56619141
43919,C1CC2(C1)C=CC(=O)N2,-73.89158441
43920,C1C2(CO1)C=CC(=O)N2,-66.26592377
43921,C1CC2(C1)C=CC(=O)O2,-71.46106461
43922,C1C2(CO1)C=CC(=O)O2,-63.7928998
43923,N=C1NC23CC(C2)OC13,-65.97854446
43924,N=C1OC23CC(C2)CC13,-71.38767553
43925,N=C1OC23CC(C2)NC13,-66.08575727
43926,N=C1OC23CC(C2)OC13,-63.47262194
43927,N=C1OC23CN(C2)CC13,-65.85258302
43928,O=C1CC23CC(C2)CC13,-76.59968743
43929,O=C1CC23CC(C2)OC13,-68.80332984
43930,O=C1CC23CC(CC12)O3,-69.25373248
43931,O=C1NC23CC(C2)CC13,-72.08406898
43932,O=C1NC23CC(C2)OC13,-64.19598186
43933,O=C1NC23CN(C2)CC13,-66.54663629
43934,O=C1OC23CC(C2)CC13,-69.58538469
43935,O=C1OC23CC(C2)NC13,-64.27236418
43936,O=C1OC23CC(C2)OC13,-61.64279319
43937,O=C1OC23CN(C2)CC13,-64.03578851
43938,N=C1OC23CC(C=C2)C13,-64.44760542
43939,O=C1CC23CC(C=C2)C13,-69.97812643
43940,O=C1CC23NC(C=C2)C13,-64.49209602
43941,O=C1CC23OC(C=C2)C13,-61.97297599
43942,O=C1NC23CC(C=C2)C13,-65.23360592
43943,O=C1OC23CC(C=C2)C13,-62.65404943
43944,N=C1OC23CC(CC2)C13,-70.10740766
43945,N=C1OC23CC(OC2)C13,-62.42430381
43946,N=C1OC23CN(CC2)C13,-64.37252925
43947,O=C1CC23CC(CC2)C13,-75.6552351
43948,O=C1CC23CC(CO2)C13,-68.24125173
43949,O=C1CC23CC(OC2)C13,-68.02973773
43950,O=C1CC23CCC(O2)C13,-69.20477922
43951,O=C1CC23CN(CC2)C13,-70.02065781
43952,O=C1NC23CC(CC2)C13,-70.89868717
43953,O=C1NC23CC(OC2)C13,-63.24625053
43954,O=C1NC23CN(CC2)C13,-65.19110176
43955,O=C1OC23CC(CC2)C13,-68.32220556
43956,O=C1OC23CC(OC2)C13,-60.63553702
43957,O=C1OC23CN(CC2)C13,-62.57671471
43958,N=C1OC23CC12C=CC3,-66.88305049
43959,O=C1CC23CC12C=CC3,-72.18339049
43960,O=C1CC23CC12N=CN3,-62.55761233
43961,O=C1CC23CC12N=CO3,-59.91459891
43962,O=C1CC23CC=CC12N3,-67.04082202
43963,O=C1CC23CC=CC12O3,-64.52134824
43964,O=C1NC23CC12C=CC3,-67.58953935
43965,O=C1OC23CC12C=CC3,-65.09139929
43966,N=C1OC23CC12CC=C3,-66.89709155
43967,O=C1CC23CC12CC=C3,-72.20880592
43968,O=C1CC23CC12NC=N3,-62.59878313
43969,O=C1CC23CC12OC=N3,-59.91740169
43970,O=C1CC23NC12CC=C3,-66.96631729
43971,O=C1CC23OC12CC=C3,-64.53593354
43972,O=C1NC23CC12CC=C3,-67.56983832
43973,O=C1OC23CC12CC=C3,-65.09499119
43974,N=C1NC23CC12OCC3,-66.72269387
43975,N=C1OC23CC12CCC3,-72.08948405
43976,N=C1OC23CC12COC3,-64.4176457
43977,N=C1OC23CC12NCC3,-66.81281793
43978,N=C1OC23CC12OCC3,-64.21826798
43979,O=C1CC23CC12CCC3,-77.37227272
43980,O=C1CC23CC12CCO3,-69.60162988
43981,O=C1CC23CC12COC3,-69.73238053
43982,O=C1CC23CC12OCC3,-69.53117964
43983,O=C1CC23CC12OCO3,-61.82881013
43984,O=C1CC23CCCC12N3,-72.3437199
43985,O=C1CC23CCCC12O3,-69.85801543
43986,O=C1CC23COCC12N3,-64.5765057
43987,O=C1CC23COCC12O3,-62.04051461
43988,O=C1NC23CC12CCC3,-72.76707444
43989,O=C1NC23CC12COC3,-65.11809365
43990,O=C1NC23CC12OCC3,-64.93343727
43991,O=C1OC23CC12CCC3,-70.29241779
43992,O=C1OC23CC12COC3,-62.59723209
43993,O=C1OC23CC12NCC3,-65.02952063
43994,O=C1OC23CC12OCC3,-62.41151447
43995,N=C1CC23CC2(CC3)O1,-72.12349826
43996,N=C1CC23CC2(CN3)O1,-66.73194573
43997,N=C1CC23CC2(CO3)O1,-64.29674557
43998,N=C1OC23CC2(CC3)O1,-64.62725491
43999,O=C1CC23CC2(C1)OC3,-69.56679932
44000,O=C1CC23CC2(CC3)C1,-77.30138709
44001,O=C1CC23CC2(CC3)N1,-72.95243831
44002,O=C1CC23CC2(CC3)O1,-70.31562909
44003,O=C1CC23CC2(CN3)O1,-64.92043024
44004,O=C1CC23CC2(CO3)N1,-65.19346915
44005,O=C1CC23CC2(CO3)O1,-62.4833797
44006,O=C1CC23CCC2(C1)N3,-72.20170375
44007,O=C1CC23CCC2(C1)O3,-69.9290099
44008,O=C1NC23CC2(CC3)N1,-68.27295298
44009,O=C1NC23CC2(CC3)O1,-65.66155918
44010,O=C1OC23CC2(CC3)O1,-62.95955151
44011,N=C1OC23CC4C2C1C34,-65.42955502
44012,N=C1OC23CN4C2C1C34,-59.9760694
44013,O=C1CC23CC4C2C1C34,-70.76758278
44014,O=C1CC23CC4C2C1N34,-65.56436016
44015,O=C1CC23CN4C2C1C34,-65.29129403
44016,O=C1CC23OC4C2C1C34,-62.78539873
44017,O=C1NC23CC4C2C1C34,-65.97451718
44018,O=C1NC23CN4C2C1C34,-60.51501785
44019,O=C1OC23CC4C2C1C34,-63.55708604
44020,O=C1OC23CN4C2C1C34,-58.09018522
44021,N=C1NC23CC4C2OC134,-58.57424833
44022,N=C1OC23CC4C2CC134,-63.80430136
44023,N=C1OC23CC4C2NC134,-58.49816533
44024,N=C1OC23CC4C2OC134,-55.959181
44025,N=C1OC23CN4C2CC134,-58.19358844
44026,O=C1CC23CC4C2CC134,-69.08994723
44027,O=C1CC23CC4C2NC134,-63.78696772
44028,O=C1CC23CC4C2OC134,-61.33168557
44029,O=C1CC23CC4N2CC134,-63.51352064
44030,O=C1CC23CN4C2CC134,-63.49515296
44031,O=C1CC23NC4C2NC134,-58.51084583
44032,O=C1CC23NC4C2OC134,-55.9955626
44033,O=C1CC23OC4C2CC134,-61.38970021
44034,O=C1CC23OC4C2NC134,-55.94870462
44035,O=C1CC23OC4C2OC134,-53.38302593
44036,O=C1NC23CC4C2CC134,-64.63242507
44037,O=C1NC23CC4C2NC134,-59.37409942
44038,O=C1NC23CC4C2OC134,-56.85212219
44039,O=C1NC23CN4C2CC134,-59.02712721
44040,O=C1OC23CC4C2CC134,-61.99945265
44041,O=C1OC23CC4C2NC134,-56.6769898
44042,O=C1OC23CC4C2OC134,-54.1275563
44043,O=C1OC23CN4C2CC134,-56.37363742
44044,N=C1NC23CCC12OC3,-65.91832569
44045,N=C1OC23CCC12CC3,-71.23798577
44046,N=C1OC23CCC12NC3,-65.91756377
44047,N=C1OC23CCC12OC3,-63.43444439
44048,O=C1CC23CCC12CC3,-76.16041424
44049,O=C1CC23CCC12CO3,-68.57410124
44050,O=C1CC23CCC12OC3,-68.47657568
44051,O=C1CC23CNC12CN3,-65.7527717
44052,O=C1CC23CNC12CO3,-63.30091818
44053,O=C1CC23COC12CN3,-63.23857693
44054,O=C1CC23COC12CO3,-60.75640994
44055,O=C1NC23CCC12CC3,-71.94090995
44056,O=C1NC23CCC12OC3,-64.18716538
44057,O=C1OC23CCC12CC3,-69.45966815
44058,O=C1OC23CCC12NC3,-64.13304196
44059,O=C1OC23CCC12OC3,-61.62877933
44060,N=C1OC23CCC2C1C3,-70.74875251
44061,N=C1OC23CNC2C1C3,-65.33915884
44062,N=C1OC23COC2C1C3,-62.74836405
44063,O=C1CC23CC1C2CO3,-67.6195535
44064,O=C1CC23CCC2C1C3,-75.5540088
44065,O=C1CC23CCC2C1O3,-67.6343837
44066,O=C1CC23CCN2C1C3,-70.58382438
44067,O=C1CC23CNC2C1O3,-62.13311491
44068,O=C1CC23COC2C1C3,-67.67590825
44069,O=C1CC23COC2C1N3,-62.18108856
44070,O=C1CC23COC2C1O3,-59.57636155
44071,O=C1NC23CCC2C1C3,-71.11727612
44072,O=C1NC23COC2C1C3,-63.16407219
44073,O=C1OC23CCC2C1C3,-68.88727693
44074,O=C1OC23CNC2C1C3,-63.47009129
44075,O=C1OC23COC2C1C3,-60.87094261
44076,N=C1NC23CCC2OC13,-66.66457038
44077,N=C1OC23CCC2CC13,-71.9171
44078,N=C1OC23CCC2NC13,-66.69110146
44079,N=C1OC23CCC2OC13,-64.23405057
44080,N=C1OC23COC2CC13,-64.24093505
44081,O=C1CC23CCC2CC13,-76.74766287
44082,O=C1CC23CCC2CN13,-72.14164825
44083,O=C1CC23CCC2OC13,-69.13830184
44084,O=C1CC23CCN2CC13,-71.53584146
44085,O=C1CC23COC2CC13,-69.19522803
44086,O=C1CC23COC2CN13,-64.55421958
44087,O=C1CC23NCC2NC13,-66.48040381
44088,O=C1CC23NCC2OC13,-64.02740741
44089,O=C1CC23OCC2CC13,-69.23898392
44090,O=C1CC23OCC2NC13,-63.99328435
44091,O=C1CC23OCC2OC13,-61.51547118
44092,O=C1NC23CCC2CC13,-72.55765571
44093,O=C1NC23CCC2OC13,-64.89574952
44094,O=C1NC23COC2CC13,-64.93166853
44095,O=C1OC23CCC2CC13,-70.12517669
44096,O=C1OC23CCC2NC13,-64.88657929
44097,O=C1OC23CCC2OC13,-62.4015551
44098,O=C1OC23COC2CC13,-62.43290261
44099,C1CC2=C(C1)CC(=O)C2,-78.87251733
44100,C1CC2=C(C1)NC(=O)C2,-74.55184116
44101,C1C(=O)CC2=C1COC2,-71.16152182
44102,C1C2=C(COC2)NC1=O,-66.77194645
44103,O=C1CC2=CCC3C1C23,-72.04983708
44104,O=C1CC2=CCC3C2N13,-66.9828618
44105,O=C1CC2=CCN3C1C23,-66.63055616
44106,O=C1CC2=NCC3C1N23,-62.53298603
44107,O=C1NC2=CCC3C1C23,-67.20292017
44108,O=C1NC2=CCC3C2N13,-61.98486736
44109,O=C1NC2=CCN3C1C23,-61.72652258
44110,O=C1NC2=NCC3C1C23,-62.63127351
44111,O=C1NC2=NCC3C1N23,-57.80775839
44112,O=C1NC2=NCC3C2N13,-57.36497493
44113,O=C1OC2=NCC3C1C23,-59.98518521
44114,O=C1OC2=NCC3C2N13,-54.66084478
44115,N=C1CC2C(O1)C2C#C,-67.09935369
44116,N=C1CC2C(O1)C2C#N,-63.79883188
44117,N=C1OC2C(O1)C2C#C,-59.66313862
44118,N=C1OC2C(O1)C2C#N,-56.31575883
44119,O=C1CC2C(C#C)N2C1,-66.96792276
44120,O=C1CC2C(C#N)N2C1,-63.62135931
44121,O=C1CC2C(C1)C2C#C,-72.23019405
44122,O=C1CC2C(C1)C2C#N,-68.94485619
44123,O=C1CC2C(N1)C2C#C,-67.88532697
44124,O=C1CC2C(N1)C2C#N,-64.59247877
44125,O=C1CC2C(O1)C2C#C,-65.27368827
44126,O=C1CC2C(O1)C2C#N,-61.94679865
44127,O=C1NC2C(N1)C2C#C,-63.24649544
44128,O=C1NC2C(N1)C2C#N,-59.95255878
44129,O=C1NC2C(O1)C2C#C,-60.64767329
44130,O=C1NC2C(O1)C2C#N,-57.31615773
44131,O=C1OC2C(O1)C2C#C,-57.99236034
44132,O=C1OC2C(O1)C2C#N,-54.61300718
44133,N=C1OC2C(C12)N1CC1,-66.24020902
44134,N=C1OC2C(C3CC3)C12,-71.49570468
44135,N=C1OC2C(C3CN3)C12,-66.34935383
44136,N=C1OC2C(C3CO3)C12,-64.0056111
44137,O=C1CC2C(C12)N1CC1,-71.47964997
44138,O=C1CC2C(C3CC3)C12,-76.69204282
44139,O=C1CC2C(C3CC3)N12,-71.82909842
44140,O=C1CC2C(C3CN3)N12,-66.65104632
44141,O=C1CC2C(C3CO3)C12,-69.17234327
44142,O=C1CC2C(C3CO3)N12,-64.2946503
44143,O=C1CC2C1N2C1CC1,-71.39989344
44144,O=C1CN2C(C3CC3)C12,-71.47224848
44145,O=C1CN2C(C3CN3)C12,-66.37183043
44146,O=C1CN2C(C3CO3)C12,-63.86737733
44147,O=C1NC2C(C12)N1CC1,-66.80285857
44148,O=C1NC2C(C3CC3)C12,-72.07998728
44149,O=C1NC2C(C3CO3)C12,-64.64211232
44150,O=C1OC2C(C12)N1CC1,-64.45084358
44151,O=C1OC2C(C3CC3)C12,-69.70421676
44152,O=C1OC2C(C3CN3)C12,-64.54145745
44153,O=C1OC2C(C3CO3)C12,-62.19572828
44154,N=C1OC2C(CC#C)C12,-66.10298207
44155,N=C1OC2C(CC#N)C12,-62.85767213
44156,O=C1CC2C(CC#C)C12,-71.26878905
44157,O=C1CC2C(CC#C)N12,-66.34584357
44158,O=C1CC2C(CC#N)C12,-68.01648579
44159,O=C1CC2C(CC#N)N12,-63.0533219
44160,O=C1CC2C1N2CC#C,-65.79742556
44161,O=C1CC2C1N2CC#N,-62.5589729
44162,O=C1CN2C(CC#C)C12,-66.02423235
44163,O=C1CN2C(CC#N)C12,-62.73658152
44164,O=C1NC2C(CC#C)C12,-66.69711518
44165,O=C1NC2C(CC#N)C12,-63.43738322
44166,O=C1OC2C(CC#C)C12,-64.29260945
44167,O=C1OC2C(CC#N)C12,-61.0255032
44168,N=C1NC2C(OC12)C#C,-61.17399566
44169,N=C1NC2C(OC12)C#N,-57.83080642
44170,N=C1OC2C(CC12)C#C,-66.50807777
44171,N=C1OC2C(CC12)C#N,-63.22467192
44172,N=C1OC2C(NC12)C#C,-61.2279286
44173,N=C1OC2C(NC12)C#N,-57.89244018
44174,N=C1OC2C(OC12)C#C,-58.75836048
44175,N=C1OC2C(OC12)C#N,-55.37927944
44176,O=C1CC2C(CC12)C#C,-71.37877742
44177,O=C1CC2C(CC12)C#N,-68.12402514
44178,O=C1CC2C(CN12)C#C,-66.66301933
44179,O=C1CC2C(CN12)C#N,-63.36238867
44180,O=C1CC2C(NC12)C#C,-66.16619409
44181,O=C1CC2C(NC12)C#N,-62.86564506
44182,O=C1CC2C(OC12)C#C,-63.69102042
44183,O=C1CC2C(OC12)C#N,-60.34176304
44184,O=C1CN2C(CC12)C#C,-66.03713055
44185,O=C1CN2C(CC12)C#N,-62.74033669
44186,O=C1NC2C(CC12)C#C,-67.15214375
44187,O=C1NC2C(CC12)C#N,-63.88457491
44188,O=C1NC2C(NC12)C#C,-61.88946428
44189,O=C1NC2C(NC12)C#N,-58.57378574
44190,O=C1NC2C(OC12)C#C,-59.41507975
44191,O=C1NC2C(OC12)C#N,-56.05477455
44192,O=C1OC2C(CC12)C#C,-64.72010011
44193,O=C1OC2C(CC12)C#N,-61.41712928
44194,O=C1OC2C(NC12)C#C,-59.42727044
44195,O=C1OC2C(NC12)C#N,-56.07080205
44196,O=C1OC2C(OC12)C#C,-56.92915759
44197,O=C1OC2C(OC12)C#N,-53.52457949
44198,N=C1OC2C1C21CCC1,-71.60694478
44199,N=C1OC2C1C21CCO1,-64.07584365
44200,N=C1OC2C1C21COC1,-63.92615389
44201,O=C1CC2C1C21CCC1,-76.83188207
44202,O=C1CC2C1C21CCO1,-69.34393818
44203,O=C1CC2C1C21COC1,-69.18453396
44204,O=C1CC2N1C21CCC1,-72.03957839
44205,O=C1CC2N1C21COC1,-64.34754921
44206,O=C1CN2C1C21CCC1,-71.6993546
44207,O=C1CN2C1C21COC1,-64.01056357
44208,O=C1NC2C1C21CCC1,-72.24984067
44209,O=C1NC2C1C21CCO1,-64.76303966
44210,O=C1NC2C1C21COC1,-64.57617916
44211,O=C1OC2C1C21CCC1,-69.81815077
44212,O=C1OC2C1C21CCO1,-62.29894102
44213,O=C1OC2C1C21COC1,-62.12059768
44214,N=C1OC2C1C=CC2=O,-61.43070775
44215,O=C1CC2C1C=CC2=O,-66.52497603
44216,O=C1NC2C1C=CC2=O,-62.15760515
44217,O=C1OC2C1C=CC2=O,-59.61677044
44218,N=C1NC2C1OC21CC1,-66.65989002
44219,N=C1OC2C1CC21CC1,-71.93040636
44220,N=C1OC2C1CC21CN1,-66.85132203
44221,N=C1OC2C1CC21CO1,-64.46458532
44222,N=C1OC2C1NC21CC1,-66.66021656
44223,N=C1OC2C1OC21CC1,-64.25832312
44224,O=C1CC2C1CC21CC1,-76.79691546
44225,O=C1CC2C1CC21CO1,-69.39547652
44226,O=C1CC2C1OC21CC1,-69.1929967
44227,O=C1CC2N1CC21CC1,-72.06942926
44228,O=C1CC2N1CC21CN1,-67.01576035
44229,O=C1CC2N1CC21CO1,-64.64143203
44230,O=C1CN2C3(CC3)CC12,-71.53350128
44231,O=C1NC2C1CC21CC1,-72.55419987
44232,O=C1NC2C1CC21CN1,-67.48273472
44233,O=C1NC2C1CC21CO1,-65.11314118
44234,O=C1NC2C1NC21CC1,-67.30011919
44235,O=C1NC2C1OC21CC1,-64.89830739
44236,O=C1OC2C1CC21CC1,-70.15285066
44237,O=C1OC2C1CC21CN1,-65.06715396
44238,O=C1OC2C1CC21CO1,-62.67334229
44239,O=C1OC2C1NC21CC1,-64.86584422
44240,O=C1OC2C1OC21CC1,-62.43673941
44241,N=C1NC2C1OCC2=O,-61.06863323
44242,N=C1OC2C1CCC2=O,-66.42837566
44243,N=C1OC2C1CNC2=O,-62.13265232
44244,N=C1OC2C1COC2=N,-61.41250334
44245,N=C1OC2C1COC2=O,-59.47902647
44246,N=C1OC2C1NCC2=O,-61.21233649
44247,N=C1OC2C1OCC2=O,-58.60145971
44248,N=C1OCC2C1CC2=O,-66.41708294
44249,N=C1OCC2C1NC2=O,-62.11235264
44250,N=C1OCC2C1OC2=O,-59.59549115
44251,N=C1OCC2N1CC2=O,-61.35691051
44252,O=C1CC2C1CCC2=O,-71.42378503
44253,O=C1CC2C1CNC2=O,-67.16256571
44254,O=C1CC2C1COC2=O,-64.54777049
44255,O=C1CC2C1NCC2=O,-66.21737868
44256,O=C1CC2C1OCC2=O,-63.63847526
44257,O=C1CC2N1CCC2=O,-66.89352686
44258,O=C1CN2C1CCC2=O,-66.76525245
44259,O=C1CN2C1CNC2=O,-62.198395
44260,O=C1CN2C1COC2=O,-59.58466102
44261,O=C1NC2C1CCC2=O,-67.11943568
44262,O=C1NC2C1CNC2=O,-62.84017522
44263,O=C1NC2C1COC2=O,-60.19286241
44264,O=C1NC2C1NCC2=O,-61.90413121
44265,O=C1NC2C1OCC2=O,-59.30555397
44266,O=C1OC2C1CCC2=O,-64.63141825
44267,O=C1OC2C1CNC2=O,-60.32015721
44268,O=C1OC2C1COC2=O,-57.65001406
44269,O=C1OC2C1NCC2=O,-59.38732415
44270,O=C1OC2C1OCC2=O,-56.76578051
44271,N=C1OC2C3C2C2C3C12,-66.59183438
44272,N=C1OC2C3C2C2C3N12,-61.31837921
44273,N=C1OC2C3C2N2C3C12,-61.44061269
44274,O=C1CC2C3C2C2C3C12,-71.64773462
44275,O=C1CC2C3C2C2C3N12,-66.53841845
44276,O=C1CC2C3C2N2C3C12,-66.49637688
44277,O=C1CC2C3C4C(C14)N23,-66.54679955
44278,O=C1CN2C3C2C2C3N12,-61.26164349
44279,O=C1CN2C3C4C(C23)C14,-66.39917786
44280,O=C1NC2C3C2C2C3C12,-67.33426947
44281,O=C1NC2C3C2C2C3N12,-62.14250284
44282,O=C1NC2C3C2N2C3C12,-62.18296615
44283,O=C1OC2C3C2C2C3C12,-64.74861763
44284,O=C1OC2C3C2C2C3N12,-59.51535365
44285,O=C1OC2C3C2N2C3C12,-59.57176283
44286,N=C1OC2C3C4C1C2N34,-62.00666366
44287,N=C1OC2C3C4C2C1N34,-61.79974839
44288,N=C1OC2C3C4C3C1C24,-66.9866986
44289,N=C1OC2C3C4C3N1C24,-61.7277471
44290,O=C1CC2C3C4C(C13)N24,-66.79164749
44291,O=C1CC2C3C4C1C2N34,-66.95399053
44292,O=C1CC2C3C4C2C1N34,-66.6974145
44293,O=C1CC2C3C4C3C1C24,-71.87854149
44294,O=C1CC2C3C4C3N1C24,-66.80323953
44295,O=C1CC2C3C4C3N2C14,-66.57632389
44296,O=C1CN2C3C4C3C1C24,-66.56043245
44297,O=C1NC2C3C4C1C2N34,-62.62291962
44298,O=C1NC2C3C4C2C1N34,-62.39257535
44299,O=C1NC2C3C4C3C1C24,-67.57838269
44300,O=C1NC2C3C4C3N1C24,-62.39241208
44301,O=C1OC2C3C4C1C2N34,-60.11920123
44302,O=C1OC2C3C4C2C1N34,-59.89936055
44303,O=C1OC2C3C4C3C1C24,-65.11670587
44304,O=C1OC2C3C4C3N1C24,-59.90172793
44305,N=C1OC2C3C4CC13C24,-65.5529858
44306,N=C1OC2C3C4NC13C24,-60.0954457
44307,N=C1OC2C3C4OC13C24,-57.42805089
44308,N=C1OC2C3N4CC13C24,-59.97011011
44309,O=C1CC2C3C4CC13C24,-70.70790824
44310,O=C1CC2C3C4CC13N24,-65.48879418
44311,O=C1CC2C3C4OC13C24,-62.67361441
44312,O=C1CC2C3N4CC13C24,-65.19681615
44313,O=C1CN2C3C4CC13C24,-65.22359214
44314,O=C1CN2C3C4NC13C24,-59.73718076
44315,O=C1CN2C3C4OC13C24,-57.05400337
44316,O=C1NC2C3C4CC13C24,-66.05394717
44317,O=C1NC2C3C4OC13C24,-57.96482243
44318,O=C1NC2C3N4CC13C24,-60.50383398
44319,O=C1OC2C3C4CC13C24,-63.65254354
44320,O=C1OC2C3C4NC13C24,-58.18950673
44321,O=C1OC2C3C4OC13C24,-55.51661524
44322,O=C1OC2C3N4CC13C24,-58.05083758
44323,N=C1OC2C3C=CC1C23,-67.97354624
44324,N=C1OC2C3C=CN1C23,-62.62686527
44325,N=C1OC2C3N=CN1C23,-58.03285086
44326,O=C1CC2C3C1N=CN23,-63.34328629
44327,O=C1CC2C3C=CC1C23,-73.12569312
44328,O=C1CC2C3C=CC1N23,-68.04217333
44329,O=C1CC2C3C=CN1C23,-67.99028124
44330,O=C1CC2C3N=CN1C23,-63.42712453
44331,O=C1CN2C3C=CC1C23,-67.87455127
44332,O=C1NC2C3C=CC1C23,-68.73189999
44333,O=C1NC2C3C=CN1C23,-63.44573711
44334,O=C1NC2C3N=CN1C23,-58.86573656
44335,O=C1OC2C3C=CC1C23,-66.15691501
44336,O=C1OC2C3C=CN1C23,-60.84598978
44337,O=C1OC2C3N=CN1C23,-56.21790673
44338,N=C1OC2C3C=CC2C13,-67.35075956
44339,O=C1CC2C3C=CC2C13,-72.35011457
44340,O=C1CN2C3C=CC2C13,-66.90286037
44341,O=C1NC2C3C=CC2C13,-67.80668611
44342,O=C1OC2C3C=CC2C13,-65.45627659
44343,N=C1OC2C3CC(=C1)C23,-65.77511224
44344,N=C1OC2C3NC(=C1)C23,-60.09008506
44345,O=C1CC2C3CC(=C1)C23,-71.045683
44346,O=C1CC2C3CC(=C1)N23,-66.25359701
44347,O=C1CC2C3N2CC3=C1,-65.69973674
44348,O=C1CC2C3NC(=C1)C23,-65.54346182
44349,O=C1CN2C3CC(=C1)C23,-65.65902852
44350,O=C1NC2C3CC(=C1)C23,-66.46206334
44351,O=C1NC2C3NC(=C1)C23,-60.87540527
44352,O=C1OC2C3CC(=C1)C23,-63.84198911
44353,O=C1OC2C3NC(=C1)C23,-58.23519463
44354,N=C1CC2C3C(CN23)O1,-67.3108949
44355,N=C1CC2C3CC(O1)C23,-72.50271595
