i,smiles,A_G_eV,status
32147,[H]c1c([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])[H])n([H])c1[H],-81.07589721679688,OK
32148,[H]c1oc(N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],-78.42145538330078,OK
32149,[H]c1nc([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])[H])o1,-73.89005279541016,OK
32150,[H]c1nc(N([H])C([H])([H])C([H])([H])C([H])([H])[H])oc1[H],-74.1430892944336,OK
32151,[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])n([H])c1[H],-78.5502700805664,OK
32152,[H]c1oc(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],-75.90020751953125,OK
32153,[H]c1nc([H])n([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],-74.01992797851562,OK
32154,[H]c1nc([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])o1,-71.3319091796875,OK
32155,[H]c1nc(OC([H])([H])C([H])([H])C([H])([H])[H])n([H])c1[H],-74.28025817871094,OK
32156,[H]c1nc(OC([H])([H])C([H])([H])C([H])([H])[H])oc1[H],-71.56532287597656,OK
32157,[H]c1nc(C([H])([H])N([H])C([H])([H])C([H])([H])[H])oc1[H],-73.75902557373047,OK
32158,[H]c1c([H])c(C([H])([H])OC([H])([H])C([H])([H])[H])n([H])c1[H],-78.57938385009766,OK
32159,[H]c1oc(C([H])([H])OC([H])([H])C([H])([H])[H])c([H])c1[H],-75.77787017822266,OK
32160,[H]c1nc([H])n([H])c1C([H])([H])OC([H])([H])C([H])([H])[H],-73.92839050292969,OK
32161,[H]c1nc([H])c(C([H])([H])OC([H])([H])C([H])([H])[H])o1,-71.24798583984375,OK
32162,[H]c1nc(C([H])([H])OC([H])([H])C([H])([H])[H])n([H])c1[H],-74.10520935058594,OK
32163,[H]c1nc(C([H])([H])OC([H])([H])C([H])([H])[H])oc1[H],-71.28874969482422,OK
32164,[H]c1c([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])n([H])c1[H],-78.45944213867188,OK
32165,[H]c1oc(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1[H],-75.73941802978516,OK
32166,[H]c1nc([H])n([H])c1C([H])([H])C([H])([H])OC([H])([H])[H],-73.89734649658203,OK
32167,[H]c1nc([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])o1,-71.21418762207031,OK
32168,[H]c1nc(C([H])([H])C([H])([H])OC([H])([H])[H])n([H])c1[H],-73.98308563232422,OK
32169,[H]c1nc(C([H])([H])C([H])([H])OC([H])([H])[H])oc1[H],-71.2801513671875,OK
32170,[H]OC([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])n1[H],-78.6349868774414,OK
32171,[H]OC([H])([H])C([H])([H])C([H])([H])c1oc([H])c([H])c1[H],-75.92249298095703,OK
32172,[H]OC([H])([H])C([H])([H])C([H])([H])c1c([H])nc([H])n1[H],-74.07807922363281,OK
32173,[H]OC([H])([H])C([H])([H])C([H])([H])c1oc([H])nc1[H],-71.39923095703125,OK
32174,[H]OC([H])([H])C([H])([H])C([H])([H])c1nc([H])c([H])n1[H],-74.16461181640625,OK
32175,[H]OC([H])([H])C([H])([H])C([H])([H])c1nc([H])c([H])o1,-71.45365142822266,OK
32176,[H]OC([H])([H])C([H])([H])N([H])c1c([H])c([H])c([H])n1[H],-73.5754623413086,OK
32177,[H]OC([H])([H])C([H])([H])N([H])c1oc([H])c([H])c1[H],-70.95516204833984,OK
32178,[H]OC([H])([H])C([H])([H])N([H])c1oc([H])nc1[H],-66.42408752441406,OK
32179,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])c([H])o1,-66.66744232177734,OK
32180,[H]OC([H])([H])C([H])([H])Oc1c([H])c([H])c([H])n1[H],-71.12066650390625,OK
32181,[H]OC([H])([H])C([H])([H])Oc1oc([H])c([H])c1[H],-68.42219543457031,OK
32182,[H]OC([H])([H])C([H])([H])Oc1c([H])nc([H])n1[H],-66.52069091796875,OK
32183,[H]OC([H])([H])C([H])([H])Oc1oc([H])nc1[H],-63.830596923828125,OK
32184,[H]OC([H])([H])C([H])([H])Oc1nc([H])c([H])n1[H],-66.78472137451172,OK
32185,[H]OC([H])([H])C([H])([H])Oc1nc([H])c([H])o1,-64.06559753417969,OK
32186,[H]c1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])n([H])c1[H],-86.11251068115234,OK
32187,[H]c1nc(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])n1[H],-81.63495635986328,OK
32188,[H]c1oc([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H],-83.343017578125,OK
32189,[H]c1nc(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])o1,-78.89473724365234,OK
32190,[H]c1c(N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])n([H])c1[H],-81.01595306396484,OK
32191,[H]c1nc(N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])n1[H],-76.65263366699219,OK
32192,[H]c1oc([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H],-78.26792907714844,OK
32193,[H]c1nc(N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])o1,-73.92901611328125,OK
32194,[H]c1c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])n([H])c1[H],-78.50080108642578,OK
32195,[H]c1nc(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])n1[H],-74.13584899902344,OK
32196,[H]c1oc([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c1[H],-75.72532653808594,OK
32197,[H]c1nc(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])o1,-71.35830688476562,OK
32198,[H]c1c(C([H])([H])OC([H])([H])C([H])([H])[H])c([H])n([H])c1[H],-78.52496337890625,OK
32199,[H]c1nc(C([H])([H])OC([H])([H])C([H])([H])[H])c([H])n1[H],-74.02572631835938,OK
32200,[H]c1oc([H])c(C([H])([H])OC([H])([H])C([H])([H])[H])c1[H],-75.7228775024414,OK
32201,[H]c1nc(C([H])([H])OC([H])([H])C([H])([H])[H])c([H])o1,-71.26535034179688,OK
32202,[H]c1c(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])n([H])c1[H],-78.41165924072266,OK
32203,[H]c1nc(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])n1[H],-73.93092346191406,OK
32204,[H]c1oc([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c1[H],-75.62543487548828,OK
32205,[H]c1nc(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])o1,-71.18028259277344,OK
32206,[H]OC([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])n([H])c1[H],-78.58140563964844,OK
32207,[H]OC([H])([H])C([H])([H])C([H])([H])c1nc([H])n([H])c1[H],-74.10494232177734,OK
32208,[H]OC([H])([H])C([H])([H])C([H])([H])c1c([H])oc([H])c1[H],-75.81011199951172,OK
32209,[H]OC([H])([H])C([H])([H])C([H])([H])c1nc([H])oc1[H],-71.35702514648438,OK
32210,[H]OC([H])([H])C([H])([H])N([H])c1c([H])c([H])n([H])c1[H],-73.53890991210938,OK
32211,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])n([H])c1[H],-69.18607330322266,OK
32212,[H]OC([H])([H])C([H])([H])N([H])c1c([H])oc([H])c1[H],-70.79388427734375,OK
32213,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])oc1[H],-66.44169616699219,OK
32214,[H]OC([H])([H])C([H])([H])Oc1c([H])c([H])n([H])c1[H],-71.0403060913086,OK
32215,[H]OC([H])([H])C([H])([H])Oc1nc([H])n([H])c1[H],-66.66569519042969,OK
32216,[H]OC([H])([H])C([H])([H])Oc1c([H])oc([H])c1[H],-68.24690246582031,OK
32217,[H]OC([H])([H])C([H])([H])Oc1nc([H])oc1[H],-63.87168502807617,OK
32218,[H]c1c([H])c([H])n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H],-86.00948333740234,OK
32219,[H]c1nc([H])n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H],-81.4405288696289,OK
32220,[H]c1c([H])c([H])n(C([H])([H])C([H])([H])OC([H])([H])[H])c1[H],-78.2464828491211,OK
32221,[H]c1nc([H])n(C([H])([H])C([H])([H])OC([H])([H])[H])c1[H],-73.6947250366211,OK
32222,[H]OC([H])([H])C([H])([H])C([H])([H])n1c([H])c([H])c([H])c1[H],-78.44532012939453,OK
32223,[H]OC([H])([H])C([H])([H])C([H])([H])n1c([H])nc([H])c1[H],-73.8844985961914,OK
32224,[H]C#CC#CC#CC1([H])C([H])([H])C1([H])[H],-67.74335479736328,OK
32225,[H]C#CC#CC#C[C@]1([H])N([H])C1([H])[H],-62.594085693359375,OK
32226,[H]C#CC#CC#C[C@]1([H])OC1([H])[H],-60.07586288452149,OK
32227,[H]C1([H])C([H])([H])C1([H])C#CC#CC#N,-64.2677230834961,OK
32228,[H]N1C([H])([H])[C@]1([H])C#CC#CC#N,-59.0855598449707,OK
32229,[H]C1([H])O[C@@]1([H])C#CC#CC#N,-56.54790496826172,OK
32230,[H]C#CC#CC([H])(C#C[H])C#C[H],-61.23985290527344,OK
32231,[H]C#CC([H])(C#C[H])C#CC#N,-57.757808685302734,OK
32232,[H]C#CC1(CC#CC[H])C([H])([H])C1([H])[H],-67.13302612304688,OK
32233,[H]C#CC#CC1(C#N)C([H])([H])C1([H])[H],-63.83919906616211,OK
32234,[H]C#CC#C[C@]1(C#C[H])N([H])C1([H])[H],-61.95589828491211,OK
32235,[H]C#CC#C[C@]1(C#N)N([H])C1([H])[H],-58.61833953857422,OK
32236,[H]C#CC#C[C@]1(C#C[H])OC1([H])[H],-59.470516204833984,OK
32237,[H]C#CC#C[C@]1(C#N)OC1([H])[H],-56.07921600341797,OK
32238,[H]C#CC1(C#CC#N)C([H])([H])C1([H])[H],-63.68953704833984,OK
32239,[H]C#C[C@]1(C#CC#N)N([H])C1([H])[H],-58.48130416870117,OK
32240,[H]C#C[C@]1(C#CC#N)OC1([H])[H],-55.96329879760742,OK
32241,[H]C1([H])C([H])([H])C1(C#N)C#CC#N,-60.33553695678711,OK
32242,[H]N1C([H])([H])[C@]1(C#N)C#CC#N,-55.07060241699219,OK
32243,[H]C1([H])O[C@@]1(C#N)C#CC#N,-52.50334167480469,OK
32244,[H]C#CC#C[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],-72.06136322021484,OK
32246,[H]C#CC#CC12C([H])([H])[NH+](C1([H])[H])C2([H])[H],-66.47895050048828,OK
32247,[H]C1([H])[C@]2([H])C([H])([H])[C@@]1(C#CC#N)C2([H])[H],-68.61441802978516,OK
32248,[H]N1[C@]2([H])C([H])([H])[C@@]1(C#CC#N)C2([H])[H],-63.263946533203125,OK
32250,[H]C1([H])[NH+]2C([H])([H])C1(C#CC#N)C2([H])[H],-63.00756072998047,OK
32251,[H]C#CC#C[C@@]12C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],-72.69955444335938,OK
32252,[H]C#CC#C[C@@]12OC([H])([H])[C@]1([H])C2([H])[H],-64.9136962890625,OK
32253,[H]C#CC#C[C@@]12C([H])([H])O[C@]1([H])C2([H])[H],-64.95254516601562,OK
32254,[H]C#CC#C[C@@]12N([H])[C@]1([H])C([H])([H])C2([H])[H],-67.59056091308594,OK
32255,[H]C#CC#C[C@@]12O[C@]1([H])C([H])([H])C2([H])[H],-65.14521026611328,OK
32256,[H]C#CC#C[C@]12[N@H+](C([H])([H])C1([H])[H])C2([H])[H],-67.45542907714844,OK
32257,[H]C1([H])C([H])([H])[C@@]2(C#CC#N)C([H])([H])[C@@]12[H],-69.28327178955078,OK
32258,[H]C1([H])O[C@@]2(C#CC#N)C([H])([H])[C@@]12[H],-61.44459533691406,OK
32259,[H]C1([H])O[C@]2([H])C([H])([H])[C@]12C#CC#N,-61.5047607421875,OK
32260,[H]N1[C@@]2(C#CC#N)C([H])([H])C([H])([H])[C@@]12[H],-64.14646911621094,OK
32261,[H]C1([H])C([H])([H])[C@@]2([H])O[C@@]12C#CC#N,-61.66168594360352,OK
32262,[H]C1([H])[N@@H+]2C([H])([H])[C@]2(C#CC#N)C1([H])[H],-63.99557876586914,OK
32263,[H]C#CC#CC1=C([H])C([H])([H])C([H])([H])C1([H])[H],-74.04605865478516,OK
32264,[H]C#CC#CC1=C([H])C([H])([H])OC1([H])[H],-66.39273834228516,OK
32265,[H]C#CC#CC1[NH2+]C([H])([H])C([H])([H])N1[H],-64.43450164794922,OK
32266,[H]C#CC#CC1=NC([H])([H])C([H])([H])O1,-61.96944808959961,OK
32267,[H]C1=C(C#CC#N)C([H])([H])C([H])([H])C1([H])[H],-70.60884857177734,OK
32268,[H]C1=C(C#CC#N)C([H])([H])OC1([H])[H],-62.920597076416016,OK
32269,[H]N1C(C#CC#N)[NH2+]C([H])([H])C1([H])[H],-60.91851806640625,OK
32270,[H]C1([H])N=C(C#CC#N)OC1([H])[H],-58.42516708374024,OK
32271,[H]C#CC#C[C@]1([H])[C@@]2([H])C([H])([H])[C@]1([H])C2([H])[H],-71.92103576660156,OK
32272,C#CC#CC1C23CC12O3,-64.12431335449219,OK
32273,[H]C#CC#C[C@]1([H])[N@H+]2C([H])([H])[C@]1([H])C2([H])[H],-66.332275390625,OK
32274,[H]C1([H])[C@]2([H])C([H])([H])[C@@]1([H])[C@]2([H])C#CC#N,-68.49259185791016,OK
32275,N#CC#CC1C23CC12O3,-60.66316604614258,OK
32276,[H]C1([H])[N@H+]2C([H])([H])[C@]1([H])[C@]2([H])C#CC#N,-62.865360260009766,OK
32277,[H]C#CC#C[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],-72.5468978881836,OK
32278,[H]C#CC#C[C@]1([H])[N@@H+]2C([H])([H])C([H])([H])[C@@]21[H],-67.34173583984375,OK
32279,[H]C#CC#C[C@]1([H])[C@]2([H])OC([H])([H])[C@]12[H],-64.8013916015625,OK
32280,[H]C1([H])C([H])([H])[C@]2([H])[C@]([H])(C#CC#N)[C@]12[H],-69.12944793701172,OK
32281,[H]C1([H])[N@H+]2[C@@]([H])(C#CC#N)[C@@]2([H])C1([H])[H],-63.88042449951172,OK
32282,[H]C1([H])O[C@@]2([H])[C@@]([H])(C#CC#N)[C@@]12[H],-61.37052536010742,OK
32283,[H]C#CC#C[C@@]1([H])C([H])([H])[C@@]1([H])C#C[H],-67.19947814941406,OK
32284,[H]C#CC#C[C@@]1([H])C([H])([H])[C@@]1([H])C#N,-63.90526580810547,OK
32285,[H]C#CC#C[C@@]1([H])N([H])[C@@]1([H])C#C[H],-61.96152877807617,OK
32286,[H]C#CC#C[C@@]1([H])N([H])[C@@]1([H])C#N,-58.62407684326172,OK
32287,[H]C#CC#C[C@@]1([H])O[C@@]1([H])C#C[H],-59.5446662902832,OK
32288,[H]C#CC#C[C@@]1([H])O[C@@]1([H])C#N,-56.15171051025391,OK
32289,[H]C#C[C@@]1([H])C([H])([H])[C@@]1([H])C#CC#N,-63.768531799316406,OK
32290,[H]C#C[C@@]1([H])N([H])[C@@]1([H])C#CC#N,-58.50318145751953,OK
32291,[H]C#C[C@@]1([H])O[C@@]1([H])C#CC#N,-56.04422378540039,OK
32292,[H]C1([H])[C@]([H])(C#CC#N)[C@]1([H])C#N,-60.41899490356445,OK
32293,[H]N1[C@]([H])(C#CC#N)[C@]1([H])C#N,-55.109893798828125,OK
32294,[H][C@]1(C#CC#N)O[C@@]1([H])C#N,-52.59120559692383,OK
32295,[H]C#CC#C[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],-72.50406646728516,OK
32296,[H]C#CC#C[C@]1([H])[N@@H+]2C([H])([H])[C@]2([H])C1([H])[H],-67.30826568603516,OK
32297,[H]C#CC#C[C@@]1([H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],-67.32927703857422,OK
32298,[H]C#CC#C[C@@]1([H])C([H])([H])[C@@]2([H])O[C@@]12[H],-64.98751831054688,OK
32299,[H]C#CC#C[C@@]1([H])O[C@@]2([H])C([H])([H])[C@@]12[H],-64.75312042236328,OK
32300,[H]C1([H])[C@]2([H])C([H])([H])[C@]([H])(C#CC#N)[C@]12[H],-69.0831298828125,OK
32301,[H]C1([H])[N@@H+]2[C@@]1([H])C([H])([H])[C@]2([H])C#CC#N,-63.848289489746094,OK
32302,[H]N1[C@@]2([H])[C@@]([H])(C#CC#N)C([H])([H])[C@@]12[H],-63.917240142822266,OK
32303,[H]C1([H])[C@]([H])(C#CC#N)[C@]2([H])O[C@]12[H],-61.55221557617188,OK
32304,[H]C1([H])[C@@]2([H])[C@@]([H])(C#CC#N)O[C@@]12[H],-61.27667617797852,OK
32305,[H]C#CC#CC1([H])C([H])([H])C([H])=C([H])C1([H])[H],-73.72895812988281,OK
32306,[H]C#CC#C[C@]1([H])O[C+]([H])[NH2+]C1([H])[H],-61.83358001708984,OK
32307,[H]C1=C([H])C([H])([H])C([H])(C#CC#N)C1([H])[H],-70.31034088134766,OK
32308,[H][C+]1[NH2+]C([H])([H])[C@]([H])(C#CC#N)O1,-58.33534240722656,OK
32309,[H]C#CC#C[C@]1([H])C([H])=C([H])C([H])([H])C1([H])[H],-73.70073699951172,OK
32310,[H]C#CC#C[C@]1([H])[NH2+][C+]([H])OC1([H])[H],-61.80144500732422,OK
32311,[H]C#CC#C[C@@]1([H])OC([H])([H])C([H])=C1[H],-66.03689575195312,OK
32312,[H]C1=C([H])[C@@]([H])(C#CC#N)C([H])([H])C1([H])[H],-70.28185272216797,OK
32313,[H][C+]1[NH2+][C@@]([H])(C#CC#N)C([H])([H])O1,-58.33305358886719,OK
32314,[H]C1=C([H])[C@@]([H])(C#CC#N)OC1([H])[H],-62.580020904541016,OK
32315,[H]C#CC#CC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-78.84010314941406,OK
32316,[H]C#CC#C[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H],-71.21022033691406,OK
32317,[H]C#CC#C[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H],-71.21974182128906,OK
32318,[H]C#CC#C[C@]1([H])OC([H])([H])OC1([H])[H],-63.706241607666016,OK
32319,[H]C#CC#CC1([H])OC([H])([H])C([H])([H])O1,-63.70645904541016,OK
32320,[H]C1([H])C([H])([H])C([H])([H])C([H])(C#CC#N)C1([H])[H],-75.42406463623047,OK
32321,[H]C1([H])O[C@@]([H])(C#CC#N)C([H])([H])C1([H])[H],-67.7538833618164,OK
32322,[H]C1([H])OC([H])([H])[C@@]([H])(C#CC#N)C1([H])[H],-67.77962493896484,OK
32323,[H]C1([H])OC([H])([H])[C@]([H])(C#CC#N)O1,-60.22215270996094,OK
32324,[H]C1(C#CC#N)OC([H])([H])C([H])([H])O1,-60.22307205200195,OK
32325,[H]C#CC#CC([H])([H])C#CC#C[H],-62.033721923828125,OK
32326,[H]C#CC#CC([H])([H])C#CC#N,-58.55923461914063,OK
32327,[H]C([H])(C#CC#N)C#CC#N,-55.0384635925293,OK
32328,[H]C#CC#CC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-78.06596374511719,OK
32329,[H]C#CC#CC([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],-70.5741195678711,OK
32330,[H]C#CC#CC([H])([H])C1([H])C([H])([H])OC1([H])[H],-70.46833038330078,OK
32331,[H]C#CC#CC([H])([H])[NH+]1C([H])([H])C([H])([H])C1([H])[H],-72.76959228515625,OK
32332,[H]C([H])(C#CC#N)C1([H])C([H])([H])C([H])([H])C1([H])[H],-74.64701843261719,OK
32333,[H]C1([H])O[C@@]([H])(C([H])([H])C#CC#N)C1([H])[H],-67.14462280273438,OK
32334,[H]C([H])(C#CC#N)C1([H])C([H])([H])OC1([H])[H],-67.01879119873047,OK
32335,[H]C([H])(C#CC#N)[NH+]1C([H])([H])C([H])([H])C1([H])[H],-69.33345031738281,OK
32336,[H]C#CC#CC([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-78.0118408203125,OK
32337,[H]C#CC#CC([H])([H])C([H])([H])[C@]1([H])OC1([H])[H],-70.5470199584961,OK
32338,[H]C#CC#CC([H])([H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],-72.74711608886719,OK
32339,[H]C#CC#CC([H])([H])OC1([H])C([H])([H])C1([H])[H],-70.2074203491211,OK
32340,[H]C([H])(C#CC#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],-74.59474182128906,OK
32341,[H]C([H])(C#CC#N)C([H])([H])[C@]1([H])OC1([H])[H],-67.1169204711914,OK
32342,[H]C([H])(C#CC#N)C([H])([H])[NH+]1C([H])([H])C1([H])[H],-69.32128143310547,OK
32343,[H]C([H])(C#CC#N)OC1([H])C([H])([H])C1([H])[H],-66.749267578125,OK
32344,[H]C#CC(C#C[H])(C#C[H])C#C[H],-60.37012481689453,OK
32345,[H]C#CC(C#N)(C#C[H])C#C[H],-57.01384735107422,OK
32346,[H]C#CC(C#N)(C#N)C#C[H],-53.56284332275391,OK
32347,[H]C#CC(C#N)(C#N)C#N,-50.00740432739258,OK
32348,N#CC(C#N)(C#N)C#N,-46.340858459472656,OK
32349,[H]C#CC([H])(C#C[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-77.39945220947266,OK
32350,[H]C#CC([H])(C#C[H])[C@]1([H])OC([H])([H])C1([H])[H],-69.88573455810547,OK
32351,[H]C#CC([H])(C#C[H])C1([H])C([H])([H])OC1([H])[H],-69.80363464355469,OK
32352,[H]C#CC([H])(C#C[H])[NH+]1C([H])([H])C([H])([H])C1([H])[H],-72.11883544921875,OK
32353,[H]C#C[C@@]([H])(C#N)C1([H])C([H])([H])C([H])([H])C1([H])[H],-74.14262390136719,OK
32354,[H]C#C[C@@]([H])(C#N)[C@]1([H])OC([H])([H])C1([H])[H],-66.62126159667969,OK
32355,[H]C#C[C@@]([H])(C#N)C1([H])C([H])([H])OC1([H])[H],-66.51146697998047,OK
32356,[H]C#C[C@@]([H])(C#N)[NH+]1C([H])([H])C([H])([H])C1([H])[H],-68.860107421875,OK
32357,[H]C(C#N)(C#N)C1([H])C([H])([H])C([H])([H])C1([H])[H],-70.7925796508789,OK
32358,[H]C1(C(C#N)C#N)C([H])([H])[N+]([H])([H])C1([H])[H],-64.48756408691406,OK
32359,[H]C(C#N)(C#N)[NH+]1C([H])([H])C([H])([H])C1([H])[H],-65.48426055908203,OK
32360,[H]C#CC([H])(C1([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C1([H])[H],-82.79962921142578,OK
32361,[H]C#C[C@@]([H])(C1([H])C([H])([H])C1([H])[H])[C@]1([H])OC1([H])[H],-75.34967041015625,OK
32362,[H]C#C[C@]([H])([NH+]1C([H])([H])C1([H])[H])C1([H])C([H])([H])C1([H])[H],-77.51093292236328,OK
32363,[H]C#C[C@]([H])([C@]1([H])OC1([H])[H])[C@]1([H])N([H])C1([H])[H],-70.28854370117188,OK
32364,[H]C#C[C@]([H])([NH+]1C([H])([H])C1([H])[H])[C@]1([H])N([H])C1([H])[H],-72.42430877685547,OK
32365,[H]C#CC([H])([C@]1([H])OC1([H])[H])[C@]1([H])OC1([H])[H],-67.86365509033203,OK
32366,[H]C#C[C@]([H])([NH+]1C([H])([H])C1([H])[H])[C@]1([H])OC1([H])[H],-70.03457641601562,OK
32367,[H]C1([H])C([H])([H])C1([H])C([H])(C#N)C1([H])C([H])([H])C1([H])[H],-79.60212707519531,OK
32368,[H]N1C([H])([H])[C@]1([H])[C@@]([H])(C#N)C1([H])C([H])([H])C1([H])[H],-74.47901153564453,OK
32369,[H]C1([H])C([H])([H])C1([H])[C@]([H])(C#N)[C@]1([H])OC1([H])[H],-72.11284637451172,OK
32370,[H]C1([H])[NH+]([C@@]([H])(C#N)C2([H])C([H])([H])C2([H])[H])C1([H])[H],-74.27963256835938,OK
32371,[H]N1C([H])([H])[C@]1([H])C([H])(C#N)[C@]1([H])N([H])C1([H])[H],-69.36784362792969,OK
32372,[H]N1C([H])([H])[C@]1([H])[C@]([H])(C#N)[C@]1([H])OC1([H])[H],-67.0022201538086,OK
32373,[H]N1C([H])([H])[C@]1([H])[C@]([H])(C#N)[NH+]1C([H])([H])C1([H])[H],-69.16130828857422,OK
32374,[H]C1([H])O[C@@]1([H])C([H])(C#N)[C@]1([H])OC1([H])[H],-64.59303283691406,OK
32375,[H]C1([H])[NH+]([C@@]([H])(C#N)[C@]2([H])OC2([H])[H])C1([H])[H],-66.76542663574219,OK
32376,[H]C#CC([H])(C#C[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-77.30519104003906,OK
32377,[H]C#C[C@]([H])(C#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],-74.08667755126953,OK
32378,[H]C#C[C@]([H])(C#N)C([H])([H])[C@]1([H])N([H])C1([H])[H],-68.94438171386719,OK
32379,[H]C#CC([H])(C#C[H])C([H])([H])[C@]1([H])OC1([H])[H],-69.87781524658203,OK
32380,[H]C#C[C@]([H])(C#N)C([H])([H])[C@]1([H])OC1([H])[H],-66.51897430419922,OK
32381,[H]C#CC([H])(C#C[H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],-72.05327606201172,OK
32382,[H]C#C[C@]([H])(C#N)C([H])([H])[NH+]1C([H])([H])C1([H])[H],-68.77256774902344,OK
32383,[H]C#C[C@]([H])(C#N)N([H])C1([H])C([H])([H])C1([H])[H],-68.76522064208984,OK
32384,[H]C#CC([H])(C#C[H])OC1([H])C([H])([H])C1([H])[H],-69.52362823486328,OK
32385,[H]C#C[C@]([H])(C#N)OC1([H])C([H])([H])C1([H])[H],-66.22307586669922,OK
32386,[H]C(C#N)(C#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],-70.70915222167969,OK
32387,[H]N(C([H])(C#N)C#N)C1([H])C([H])([H])C1([H])[H],-65.41497802734375,OK
32388,[H]C(C#N)(C#N)OC1([H])C([H])([H])C1([H])[H],-62.79863357543945,OK
32389,[H]C#CC1(C#C[H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],-71.30790710449219,OK
32390,C#CC1(C#C)C23CC12O3,-63.499271392822266,OK
32391,[H]C#CC1(C#C[H])[N@H+]2C([H])([H])[C@]1([H])C2([H])[H],-65.70880889892578,OK
32392,[H]C#C[C@]1(C#N)[C@@]2([H])C([H])([H])[C@]1([H])C2([H])[H],-68.0552749633789,OK
32393,[H]C#C[C@]1(C#N)[C@@]2([H])N([H])[C@]1([H])C2([H])[H],-62.795257568359375,OK
32394,C#CC1(C#N)C23CC12O3,-60.21113204956055,OK
32395,[H]C#C[C@]1(C#N)[N@H+]2C([H])([H])[C@]1([H])C2([H])[H],-62.39517211914063,OK
32396,[H]C1([H])[C@]2([H])C([H])([H])[C@@]1([H])C2(C#N)C#N,-64.70584869384766,OK
32397,[H]N1[C@@]2([H])C([H])([H])[C@]1([H])C2(C#N)C#N,-59.41671752929688,OK
32398,N#CC1(C#N)C23CC12O3,-56.80802154541016,OK
32399,[H]C1([H])[N@H+]2C([H])([H])[C@]1([H])C2(C#N)C#N,-58.98070907592773,OK
32400,[H]C#CC1(C#C[H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],-71.99777221679688,OK
32401,[H]C#CC1(C#C[H])[N@@H+]2C([H])([H])C([H])([H])[C@@]21[H],-66.75345611572266,OK
32402,[H]C#CC1(C#C[H])[C@@]2([H])C([H])([H])O[C@@]12[H],-64.26595306396484,OK
32403,[H]C#C[C@]1(C#N)[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],-68.72905731201172,OK
